2theta,Experimental
60.9907,274.43
61.0106,276.85
61.0306,297.87
61.0505,234.49
61.0704,238.33
61.0904,281.62
61.1103,238.89
61.1303,185.86
61.1502,287.46
61.1701,275.23
61.1901,415.21
61.21,275.21
61.23,263.99
61.2499,169.5
61.2699,186.42
61.2898,303.42
61.3097,305.89
61.3297,326.23
61.3496,334.18
61.3696,237.31
61.3895,254.47
61.4095,304.6
61.4294,195.75
61.4493,178.71
61.4693,282.25
61.4892,341.83
61.5092,324.46
61.5291,300.92
61.549,279.25
61.569,299.54
61.5889,253.13
61.6089,230.48
61.6288,309.74
61.6488,337.48
61.6687,163.06
61.6886,318.53
61.7086,279.44
61.7285,244.64
61.7485,322.84
61.7684,381.75
61.7883,247.12
61.8083,169.76
61.8282,111.01
61.8482,209.52
61.8681,278.45
61.8881,389.79
61.908,248.52
61.9279,277.41
61.9479,281.85
61.9678,296.49
61.9878,275.78
62.0077,265.33
62.0277,306.63
62.0476,261.55
62.0675,116.62
62.0875,216.59
62.1074,250.79
62.1274,195.64
62.1473,255.56
62.1672,279.75
62.1872,252.45
62.2071,283.74
62.2271,259.99
62.247,338.47
62.267,309.98
62.2869,320.2
62.3068,263.48
62.3268,210.02
62.3467,277.55
62.3667,296.08
62.3866,319.84
62.4065,295.23
62.4265,265.16
62.4464,313.27
62.4664,327.55
62.4863,375.62
62.5063,245.41
62.5262,257.39
62.5461,292.66
62.5661,379.92
62.586,316.19
62.606,273.07
62.6259,307.14
62.6459,296.36
62.6658,319.99
62.6857,267.71
62.7057,297.33
62.7256,231.59
62.7456,316.33
62.7655,294.17
62.7854,229.38
62.8054,210.1
62.8253,260.06
62.8453,261.71
62.8652,255.75
62.8852,363.81
62.9051,243.15
62.925,298.25
62.945,242.26
62.9649,247.41
62.9849,343.92
63.0048,367.47
63.0247,386.52
63.0447,306.91
63.0646,299.35
63.0846,295.56
63.1045,169.6
63.1245,297.73
63.1444,341.93
63.1643,390.93
63.1843,332.56
63.2042,351.36
63.2242,397.96
63.2441,462.45
63.2641,268.12
63.284,306.78
63.3039,354.22
63.3239,398.35
63.3438,309.36
63.3638,223.32
63.3837,284.48
63.4036,301.73
63.4236,274.45
63.4435,391.74
63.4635,431.67
63.4834,237.85
63.5034,249.32
63.5233,347.2
63.5432,291.74
63.5632,275.75
63.5831,239.02
63.6031,369.48
63.623,318.31
63.643,324.76
63.6629,356.28
63.6828,353.75
63.7028,219.2
63.7227,351.29
63.7427,337.1
63.7626,225.71
63.7825,341.4
63.8025,407.06
63.8224,421.34
63.8424,365.9
63.8623,271.49
63.8823,289.71
63.9022,310.31
63.9221,378.95
63.9421,330.92
63.962,337.5
63.982,355.39
64.0019,421.35
64.0218,325.32
64.0418,431.91
64.0617,333.1
64.0817,195.56
64.1016,380.4
64.1216,363.11
64.1415,249.06
64.1614,278.08
64.1814,414.27
64.2013,375.5
64.2213,266.09
64.2412,341.96
64.2612,410.04
64.2811,368.37
64.301,445.56
64.321,332.39
64.3409,492.74
64.3609,470.44
64.3808,460.86
64.4007,353.17
64.4207,392.37
64.4406,396.53
64.4606,530.52
64.4805,490.57
64.5005,566.54
64.5204,553.79
64.5403,537.62
64.5603,441.7
64.5802,408.5
64.6002,535.15
64.6201,624.26
64.64,641.98
64.66,618.52
64.6799,666.49
64.6999,631.01
64.7198,696.73
64.7398,705.89
64.7597,781.12
64.7796,772.98
64.7996,846.04
64.8195,887.34
64.8395,925.65
64.8594,981.22
64.8794,959.43
64.8993,991.44
64.9192,959.83
64.9392,1105.98
64.9591,1155.18
64.9791,1131.91
64.999,1330.81
65.0189,1248.15
65.0389,1203.19
65.0588,1392.33
65.0788,1317.76
65.0987,1271.04
65.1187,1442.64
65.1386,1440.85
65.1585,1398.88
65.1785,1318.95
65.1984,1389.47
65.2184,1335.98
65.2383,1367.93
65.2582,1378.13
65.2782,1118.94
65.2981,1101.01
65.3181,1217.51
65.338,1235.56
65.358,1180.56
65.3779,1097.66
65.3978,1033.82
65.4178,1045.44
65.4377,982.9
65.4577,861.43
65.4776,853.53
65.4976,867.02
65.5175,666.73
65.5374,751.9
65.5574,713.41
65.5773,681.22
65.5973,736.78
65.6172,674.58
65.6371,568.72
65.6571,532.58
65.677,531.07
65.697,451.24
65.7169,443.54
65.7369,456.09
65.7568,481.85
65.7767,452.95
65.7967,401.34
65.8166,459.43
65.8366,440.21
65.8565,432.09
65.8764,511.29
65.8964,443.09
65.9163,371.25
65.9363,350.49
65.9562,403.96
65.9762,321.88
65.9961,400.28
66.016,354.71
66.036,378.29
66.0559,339.91
66.0759,275.55
66.0958,336.92
66.1158,392.28
66.1357,324.82
66.1556,318.09
66.1756,357.67
66.1955,371.69
66.2155,318.34
66.2354,312.77
66.2553,324.03
66.2753,316.51
66.2952,410
66.3152,411.34
66.3351,349.81
66.3551,329.15
66.375,327.56
66.3949,313.23
66.4149,265.39
66.4348,231.65
66.4548,255.88
66.4747,305.34
66.4946,214.24
66.5146,395.96
66.5345,401.76
66.5545,399.83
66.5744,335.38
66.5944,394.87
66.6143,342.82
66.6342,227.58
66.6542,249.23
66.6741,207.88
66.6941,357.5
66.714,425.7
66.734,330.99
66.7539,237.77
66.7738,403.17
66.7938,325.82
66.8137,365.32
66.8337,290.82
66.8536,246.51
66.8735,320.69
66.8935,292.9
66.9134,311.18
66.9334,234.99
66.9533,191.57
66.9733,240.48
66.9932,265.23
67.0131,302.08
67.0331,338.07
67.053,382.04
67.073,293.49
67.0929,363.65
67.1128,333.57
67.1328,304.65
67.1527,271.3
67.1727,261.5
67.1926,375.69
67.2126,336
67.2325,300.78
67.2524,253.55
67.2724,236.29
67.2923,281.55
67.3123,315.52
67.3322,295.47
67.3522,367.71
67.3721,262.16
67.392,346.67
67.412,346.38
67.4319,366.22
67.4519,357.25
67.4718,340.59
67.4917,250.19
67.5117,251.28
67.5316,314.84
67.5516,262.47
67.5715,393.4
67.5915,313.24
67.6114,282.26
67.6313,337.61
67.6513,282.2
67.6712,418.57
67.6912,282.61
67.7111,325.9
67.731,226
67.751,347.23
67.7709,299.03
67.7909,264.71
67.8108,322.93
67.8308,262.08
67.8507,309.71
67.8706,240.9
67.8906,306.56
67.9105,261.28
67.9305,292.95
67.9504,252.89
67.9704,192.31
67.9903,223.33
68.0102,279.39
68.0302,291.71
68.0501,269.8
68.0701,317.94
68.09,297.79
68.1099,335.74
68.1299,392.91
68.1498,301.26
68.1698,290.7
68.1897,211.92
68.2097,330.3
68.2296,342.16
68.2495,296.18
68.2695,310.32
68.2894,284.17
68.3094,267.39
68.3293,314.44
68.3492,333.9
68.3692,241.37
68.3891,357.05
68.4091,359.88
68.429,272.84
68.449,322.9
68.4689,280.98
68.4888,310.39
68.5088,345.53
68.5287,300.42
68.5487,365.59
68.5686,319.88
68.5886,390.89
68.6085,308.67
68.6284,203.67
68.6484,359.99
68.6683,230.54
68.6883,286.84
68.7082,282.8
68.7281,275.27
68.7481,204.05
68.768,285.81
68.788,443.45
68.8079,348.55
68.8279,280.85
68.8478,227.22
68.8677,221.83
68.8877,248.85
68.9076,332.9
68.9276,320.16
68.9475,310.15
68.9674,331.89
68.9874,257.73
69.0073,360.08
69.0273,315.47
69.0472,366.58
69.0672,424.18
69.0871,304.29
69.107,259.49
69.127,218.27
69.1469,266.33
69.1669,307.96
69.1868,279.16
69.2068,343.59
69.2267,395.83
69.2466,380.36
69.2666,356.06
69.2865,280.11
69.3065,241.85
69.3264,304.48
69.3463,376.27
69.3663,345.12
69.3862,331.37
69.4062,226.64
69.4261,314.32
69.4461,328.52
69.466,339.51
69.4859,273.08
69.5059,276.8
69.5258,388.49
69.5458,340.87
69.5657,323.21
69.5857,212.61
69.6056,336.36
69.6255,205.19
69.6455,276.51
69.6654,221.24
69.6854,373.9
69.7053,304.68
69.7252,314.95
69.7452,270.9
69.7651,252.99
69.7851,205.23
69.805,284.81
69.825,240.41
69.8449,313.34
69.8648,369.02
69.8848,306.29
69.9047,381.73
69.9247,234.11
69.9446,186.52
69.9645,311.93
69.9845,328.75
70.0044,280.49
70.0244,359.1
70.0443,385.04
70.0643,292.89
70.0842,319.41
70.1041,340.47
70.1241,259.57
70.144,297.71
70.164,237.78
70.1839,315.38
70.2039,264.41
70.2238,352.17
70.2437,371.83
70.2637,353.89
70.2836,319.1
70.3036,280.72
70.3235,243.71
70.3434,381.06
70.3634,438.73
70.3833,393.34
70.4033,300.87
70.4232,329.77
70.4432,281.45
70.4631,285.56
70.483,252.39
70.503,281.86
70.5229,295.44
70.5429,265.82
70.5628,250.06
70.5827,352.42
70.6027,204.93
70.6226,344.3
70.6426,339.54
70.6625,387.15
70.6825,308.61
70.7024,354.64
70.7223,278.45
70.7423,219.45
70.7622,375.59
70.7822,371.9
70.8021,230.94
70.8221,217.11
70.842,224.67
70.8619,286.39
70.8819,270.99
70.9018,329.32
70.9218,323.07
70.9417,260.52
70.9616,313.29
70.9816,387.69
71.0015,356.88
71.0215,276.81
71.0414,296.51
71.0614,271.15
71.0813,359.1
71.1012,250.81
71.1212,278.33
71.1411,292.24
71.1611,331.6
71.181,407.13
71.2009,356.82
71.2209,340.45
71.2408,363.37
71.2608,301.95
71.2807,341.85
71.3007,289.42
71.3206,336.4
71.3405,313.42
71.3605,432.06
71.3804,410.58
71.4004,267.72
71.4203,303.67
71.4403,312.36
71.4602,301.61
71.4801,339.76
71.5001,234.32
71.52,233.67
71.54,365.24
71.5599,424.61
71.5798,238.71
71.5998,302.93
71.6197,328.77
71.6397,294.31
71.6596,349.53
71.6796,306.37
71.6995,285.71
71.7194,286.74
71.7394,302.58
71.7593,279.15
71.7793,294.44
71.7992,338.11
71.8191,424.49
71.8391,368.57
71.859,371.81
71.879,328.56
71.8989,287.17
71.9189,331.6
71.9388,348.81
71.9587,329.78
71.9787,348.02
71.9986,287.96
72.0186,436.44
72.0385,408.76
72.0585,370.22
72.0784,321.67
72.0983,415.18
72.1183,325.24
72.1382,273.19
72.1582,263.76
72.1781,298.23
72.198,378.42
72.218,325.15
72.2379,258.61
72.2579,329.86
72.2778,405.1
72.2978,364.09
72.3177,481.49
72.3376,360.65
72.3576,356.19
72.3775,316.74
72.3975,412.2
72.4174,255.72
72.4373,247.63
72.4573,278.09
72.4772,304.72
72.4972,303.59
72.5171,324.6
72.5371,228.87
72.557,271.49
72.5769,340.81
72.5969,364.57
72.6168,326.8
72.6368,328.34
72.6567,357.6
72.6767,361.68
72.6966,233.42
72.7165,259.77
72.7365,325.89
72.7564,305.02
72.7764,341.87
72.7963,387.86
72.8162,448.07
72.8362,234.61
72.8561,239.99
72.8761,349.17
72.896,333.81
72.916,382.25
72.9359,285.05
72.9558,249.04
72.9758,313.19
72.9957,265.91
73.0157,354.86
73.0356,389.59
73.0555,353.11
73.0755,225.02
73.0954,367.84
73.1154,465.16
73.1353,421.31
73.1553,323.57
73.1752,425.53
73.1951,396.63
73.2151,335.11
73.235,360.08
73.255,301.6
73.2749,481.33
73.2949,346.04
73.3148,385.27
73.3347,350.42
73.3547,374.22
73.3746,384.86
73.3946,323.99
73.4145,239.75
73.4344,392.28
73.4544,314.99
73.4743,412.4
73.4943,367.73
73.5142,291.79
73.5342,288.85
73.5541,299.82
73.574,504.44
73.594,421.8
73.6139,424.05
73.6339,398.79
73.6538,340.25
73.6737,397.02
73.6937,418.09
73.7136,391.11
73.7336,369.32
73.7535,250.96
73.7735,259.29
73.7934,373.01
73.8133,275.59
73.8333,383.49
73.8532,335.6
73.8732,345.35
73.8931,418.99
73.9131,427.6
73.933,378.29
73.9529,467.8
73.9729,326.19
73.9928,335.94
74.0128,438.29
74.0327,444.31
74.0526,294.38
74.0726,412.5
74.0925,484.65
74.1125,466.66
74.1324,412.14
74.1524,396.65
74.1723,336.31
74.1922,452.56
74.2122,445.62
74.2321,419.21
74.2521,435.91
74.272,408.25
74.2919,584.18
74.3119,560.1
74.3318,675.39
74.3518,611.59
74.3717,596.12
74.3917,601.92
74.4116,699.79
74.4315,634.1
74.4515,792.46
74.4714,715.29
74.4914,778.89
74.5113,712.12
74.5313,837.76
74.5512,950.61
74.5711,968.2
74.5911,1134.66
74.611,1006.69
74.631,991.31
74.6509,1212.19
74.6708,1053.78
74.6908,1236.33
74.7107,1338.37
74.7307,1309.6
74.7506,1258.99
74.7706,1409.07
74.7905,1511.79
74.8104,1352.26
74.8304,1404.34
74.8503,1363.87
74.8703,1355.87
74.8902,1421.84
74.9102,1471.44
74.9301,1313.26
74.95,1228.1
74.97,1341.85
74.9899,1395.14
75.0099,1263.23
75.0298,1200.25
75.0497,1215.54
75.0697,1056.9
75.0896,1077.39
75.1096,1086.48
75.1295,983.36
75.1495,1032.38
75.1694,1107.49
75.1893,937.59
75.2093,864.9
75.2292,936.53
75.2492,745.84
75.2691,754.39
75.289,751.47
75.309,642.48
75.3289,705.02
75.3489,641.69
75.3688,754.4
75.3888,658.62
75.4087,560.89
75.4286,603.12
75.4486,523.1
75.4685,475.45
75.4885,369.42
75.5084,483.58
75.5284,540.63
75.5483,477.49
75.5682,430.73
75.5882,423.74
75.6081,525
75.6281,400.02
75.648,469.37
75.6679,436.56
75.6879,429.26
75.7078,365.62
75.7278,362.85
75.7477,469.66
75.7677,529.78
75.7876,535.56
75.8075,461.79
75.8275,415.46
75.8474,415.89
75.8674,403.04
75.8873,343.69
75.9072,357.68
75.9272,383.75
75.9471,409.16
75.9671,248.97
75.987,356.63
76.007,349.99
76.0269,368.1
76.0468,373.79
76.0668,397.16
76.0867,312.89
76.1067,307.17
76.1266,409.85
76.1466,384.03
76.1665,307.21
76.1864,341.25
76.2064,284.22
76.2263,433.38
76.2463,355.09
76.2662,272.45
76.2861,329.51
76.3061,358.95
76.326,447.23
76.346,397.29
76.3659,335.67
76.3859,383.29
76.4058,391.11
76.4257,422.61
76.4457,317.09
76.4656,317.25
76.4856,362.75
76.5055,345.65
76.5254,411.3
76.5454,417.64
76.5653,302.3
76.5853,403.02
76.6052,359.09
76.6252,270.65
76.6451,204.76
76.665,288.01
76.685,355.94
76.7049,312.66
76.7249,445.69
76.7448,382.14
76.7648,369.88
76.7847,307.83
76.8046,309.36
76.8246,325.7
76.8445,382.24
76.8645,267.58
76.8844,240.81
76.9043,279.05
76.9243,299.69
76.9442,286.1
76.9642,415.87
76.9841,515.68
77.0041,505.3
77.024,421.36
77.0439,291.96
77.0639,299.12
77.0838,370.23
77.1038,359.76
77.1237,318.35
77.1436,379.38
77.1636,417.45
77.1835,378.11
77.2035,294.91
77.2234,329.64
77.2434,326.86
77.2633,322.16
77.2832,328.11
77.3032,298.01
77.3231,304.28
77.3431,340.2
77.363,291.79
77.383,332.07
77.4029,356.77
77.4228,345.7
77.4428,450.72
77.4627,359.85
77.4827,326.15
77.5026,361.48
77.5225,346.57
77.5425,291.27
77.5624,319.01
77.5824,290.99
77.6023,253.85
77.6223,289.45
77.6422,376.31
77.6621,338.74
77.6821,289.9
77.702,216.01
77.722,325.45
77.7419,377.11
77.7618,336.91
77.7818,251.85
77.8017,308.1
77.8217,266.17
77.8416,274.68
77.8616,314.63
77.8815,334.19
77.9014,312.47
77.9214,319.58
77.9413,321.95
77.9613,192.23
77.9812,203.87
78.0012,320.96
78.0211,220.29
78.041,220.92
78.061,185.78
78.0809,335.86
78.1009,321.07
78.1208,362.98
78.1407,373.44
78.1607,336.38
78.1806,309.19
78.2006,354.8
78.2205,353.8
78.2405,299.07
78.2604,354.91
78.2803,263.24
78.3003,284.6
78.3202,403.22
78.3402,321.52
78.3601,191.59
78.38,260.06
78.4,338.56
78.4199,407.76
78.4399,343.38
78.4598,374.45
78.4798,252.63
78.4997,266.9
78.5196,204.56
78.5396,232.18
78.5595,385.53
78.5795,391.76
78.5994,323.84
78.6194,353.26
78.6393,319.89
78.6592,385.55
78.6792,337.73
78.6991,374.98
78.7191,331.19
78.739,177.48
78.7589,269.77
78.7789,375.57
78.7988,364.65
78.8188,320.16
78.8387,304.25
78.8587,355.7
78.8786,303.04
78.8985,380.36
78.9185,416.18
78.9384,322.96
78.9584,217.91
78.9783,246.33
78.9982,342.29
79.0182,343.86
79.0381,284.48
79.0581,263.15
79.078,380.19
79.098,366.17
79.1179,347.6
79.1378,374.32
79.1578,175.11
79.1777,193.28
79.1977,259.03
79.2176,354.15
79.2376,219.84
79.2575,235.5
79.2774,307.07
79.2974,382.81
79.3173,369.81
79.3373,295.5
79.3572,386.08
79.3771,338.03
79.3971,248.33
79.417,300.89
79.437,341.06
79.4569,345.02
79.4769,310.75
79.4968,233.84
79.5167,272.81
79.5367,246.48
79.5566,323.34
79.5766,286.23
79.5965,221.56
79.6164,381.23
79.6364,410.78
79.6563,414.63
79.6763,347.52
79.6962,350.56
79.7162,367.19
79.7361,406.98
79.756,276.27
79.776,276.97
79.7959,298.19
79.8159,300.54
79.8358,389.06
79.8558,384.72
79.8757,380.01
79.8956,355.34
79.9156,358.88
79.9355,283.16
79.9555,236.92
79.9754,333.19
79.9953,404.52
80.0153,358.9
80.0352,357.48
80.0552,378.36
80.0751,398
80.0951,274.24
80.115,311.47
80.1349,273.01
80.1549,222
80.1748,359.75
80.1948,294.83
80.2147,359.83
80.2346,240.69
80.2546,289.8
80.2745,283.48
80.2945,289.92
80.3144,353.43
80.3344,297.09
80.3543,341.41
80.3742,266.93
80.3942,273.87
80.4141,309.79
80.4341,301.84
80.454,268.64
80.474,263.91
80.4939,265.83
80.5138,238.78
80.5338,382.43
80.5537,316.52
80.5737,350.19
80.5936,391.63
80.6135,285.68
80.6335,299.42
80.6534,244.92
80.6734,321.86
80.6933,331.93
80.7133,415.9
80.7332,389.02
80.7531,323.53
80.7731,303.15
80.793,299.26
80.813,302.12
80.8329,252.24
80.8529,316.81
80.8728,287.33
80.8927,285.55
80.9127,337.04
80.9326,354.61
80.9526,283.89
80.9725,306.21
80.9924,210.43
81.0124,299.65
81.0323,277.28
81.0523,351.8
81.0722,259.16
81.0922,233.53
81.1121,281.88
81.132,378.69
81.152,302.89
81.1719,371.96
81.1919,311.49
81.2118,244.9
81.2317,336.62
81.2517,395.71
81.2716,375.07
81.2916,304.34
81.3115,248.71
81.3315,226.73
81.3514,316.24
81.3713,430.71
81.3913,370.48
81.4112,299.73
81.4312,342.68
81.4511,422.85
81.4711,449.51
81.491,438.49
81.5109,340.17
81.5309,453.38
81.5508,405.31
81.5708,427.02
81.5907,293.46
81.6106,385.04
81.6306,482.52
81.6505,438.3
81.6705,405.17
81.6904,385.3
81.7104,411.03
81.7303,482.24
81.7502,388.36
81.7702,434.27
81.7901,488.98
81.8101,532.58
81.83,550.9
81.8499,537.36
81.8699,619.51
81.8898,690.14
81.9098,659.23
81.9297,642.58
81.9497,689.16
81.9696,713.41
81.9895,656.02
82.0095,604.29
82.0294,828.41
82.0494,807.89
82.0693,816.47
82.0893,893.77
82.1092,1099.66
82.1291,1067.91
82.1491,1031.84
82.169,1046.31
82.189,1039.74
82.2089,1096.41
82.2288,1291.23
82.2488,1231.13
82.2687,1374.65
82.2887,1395.6
82.3086,1415.11
82.3286,1558.75
82.3485,1578.07
82.3684,1742.18
82.3884,1775.66
82.4083,1659.63
82.4283,1632.05
82.4482,1787.72
82.4681,1907.74
82.4881,1866.21
82.508,1746.5
82.528,1827.72
82.5479,1911.9
82.5679,1795.79
82.5878,1715.05
82.6077,1745.82
82.6277,1780.12
82.6476,1763.13
82.6676,1883.44
82.6875,1599.97
82.7075,1498.79
82.7274,1430.58
82.7473,1347.79
82.7673,1308.67
82.7872,1354.06
82.8072,1352.86
82.8271,1192.06
82.847,1103.95
82.867,1006.73
82.8869,1042.5
82.9069,1089.08
82.9268,1026.38
82.9468,973.54
82.9667,858.11
82.9866,921.4
83.0066,857.71
83.0265,893.58
83.0465,838.52
83.0664,655.53
83.0863,737.94
83.1063,589.96
83.1262,549.92
83.1462,652.09
83.1661,651.75
83.1861,526.44
83.206,450.06
83.2259,465.43
83.2459,510
83.2658,421.88
83.2858,384.22
83.3057,399.23
83.3257,453.06
83.3456,537.23
83.3655,392.77
83.3855,346.32
83.4054,481.95
83.4254,372.64
83.4453,361.46
83.4652,403.16
83.4852,396.77
83.5051,404.75
83.5251,482.5
83.545,395.99
83.565,383.36
83.5849,344.83
83.6048,372.97
83.6248,299.2
83.6447,287.65
83.6647,396.94
83.6846,409.82
83.7045,361.93
83.7245,324.54
83.7444,343.35
83.7644,390.66
83.7843,359
83.8043,207.34
83.8242,289.29
83.8441,373.58
83.8641,322.47
83.884,412.36
83.904,346.12
83.9239,284.82
83.9439,349.13
83.9638,280.51
83.9837,347.15
84.0037,236.76
84.0236,277.11
84.0436,270.16
84.0635,394.15
84.0834,325.43
84.1034,435.23
84.1233,360.74
84.1433,369.4
84.1632,344.14
84.1832,249.63
84.2031,310.84
84.223,354.18
84.243,354.99
84.2629,325.05
84.2829,235.38
84.3028,404.7
84.3227,303.57
84.3427,300
84.3626,317.75
84.3826,268.38
84.4025,284.42
84.4225,452.91
84.4424,341.75
84.4623,312.21
84.4823,269.09
84.5022,259.5
84.5222,331.31
84.5421,427.95
84.5621,337.9
84.582,319.13
84.6019,290.41
84.6219,322.23
84.6418,367.58
84.6618,341.37
84.6817,268.27
84.7016,167.25
84.7216,329.2
84.7415,262.61
84.7615,208.09
84.7814,395.78
84.8014,257.23
84.8213,274.92
84.8412,194.5
84.8612,312.77
84.8811,304.08
84.9011,357.26
84.921,346.68
84.9409,255.76
84.9609,262.17
84.9808,277.46
85.0008,310.86
85.0207,285.78
85.0407,303.93
85.0606,204.55
85.0805,171
85.1005,233.36
85.1204,256.8
85.1404,298.31
85.1603,342.42
85.1803,339.95
85.2002,322.96
85.2201,247
85.2401,360
85.26,306.86
85.28,445.01
85.2999,295
85.3198,298.2
85.3398,298.65
85.3597,321.9
85.3797,352.98
85.3996,266.58
85.4196,224.62
85.4395,314.1
85.4594,226.8
85.4794,350.84
85.4993,343.37
85.5193,270.85
85.5392,347.95
85.5591,308.75
85.5791,266.64
85.599,319.96
85.619,209.6
85.6389,313.15
85.6589,285.15
85.6788,318.04
85.6987,295.36
85.7187,168.96
85.7386,230.24
85.7586,276.86
85.7785,249.66
85.7985,126.44
85.8184,201.73
85.8383,309.78
85.8583,210.03
85.8782,204.15
85.8982,232
85.9181,223.28
85.938,160.12
85.958,229.06
85.9779,307.72
85.9979,290.44
86.0178,297.24
86.0378,346.68
86.0577,285.82
86.0776,254.69
86.0976,256.82
86.1175,296.14
86.1375,233.2
86.1574,238.45
86.1773,257.54
86.1973,274.34
86.2172,277.48
86.2372,292.36
86.2571,279.84
86.2771,314.05
86.297,165.1
86.3169,360.17
86.3369,359.45
86.3568,325.62
86.3768,274.78
86.3967,206.85
86.4167,174.61
86.4366,254.51
86.4565,310.11
86.4765,399.7
86.4964,316.66
86.5164,271.8
86.5363,248.05
86.5562,236.41
86.5762,276.05
86.5961,351
86.6161,302.02
86.636,328.33
86.656,337.9
86.6759,215.11
86.6958,186.82
86.7158,248.15
86.7357,217.18
86.7557,321.82
86.7756,310.53
86.7956,312.38
86.8155,281.62
86.8354,214.05
86.8554,263.28
86.8753,295.08
86.8953,223.8
86.9152,348.19
86.9351,237.61
86.9551,330.6
86.975,280.34
86.995,285.56
87.0149,312.06
87.0349,196.05
87.0548,262.76
87.0747,262.12
87.0947,238.63
87.1146,295.2
87.1346,295.49
87.1545,288.7
87.1744,338.83
87.1944,367.77
87.2143,301.79
87.2343,268.81
87.2542,167.07
87.2742,230.98
87.2941,346.3
87.314,253.6
87.334,341.17
87.3539,338.19
87.3739,161.17
87.3938,304.56
87.4138,286.31
87.4337,284.88
87.4536,275.6
87.4736,264.68
87.4935,216.99
87.5135,230.7
87.5334,220.36
87.5533,212.12
87.5733,265.46
87.5932,273.95
87.6132,341.05
87.6331,288.56
87.6531,271.76
87.673,281.98
87.6929,236.67
87.7129,170.81
87.7328,255.02
87.7528,290.66
87.7727,403.75
87.7926,352.54
87.8126,348.7
87.8325,250.62
87.8525,335.3
87.8724,247.92
87.8924,300.47
87.9123,346.37
87.9322,179.42
87.9522,210.95
87.9721,229.47
87.9921,342.41
88.012,385.06
88.032,281.87
88.0519,263.25
88.0718,267.82
88.0918,226.91
88.1117,198.99
88.1317,220.62
88.1516,296.55
88.1715,239.1
88.1915,237.37
88.2114,306.6
88.2314,362.08
88.2513,351.95
88.2713,339.73
88.2912,270.55
88.3111,328.56
88.3311,335.74
88.351,302.53
88.371,181.23
88.3909,215.71
88.4108,266.54
88.4308,210.78
88.4507,323.16
88.4707,324.45
88.4906,395.67
88.5106,333.91
88.5305,309.13
88.5504,338.12
88.5704,350.17
88.5903,359
88.6103,365.15
88.6302,349.93
88.6502,352.47
88.6701,269.69
88.69,339.11
88.71,358.67
88.7299,386.42
88.7499,412.52
88.7698,343.15
88.7897,356.36
88.8097,325.42
88.8296,256.03
88.8496,422.1
88.8695,332.41
88.8895,287.59
88.9094,326.52
88.9293,278.44
88.9493,312.37
88.9692,345.53
88.9892,384.94
89.0091,320.33
89.029,264.41
89.049,191.9
89.0689,283.64
89.0889,390.88
89.1088,477.37
89.1288,323.15
89.1487,362.89
89.1686,360.93
89.1886,344.81
89.2085,242.77
89.2285,365.83
89.2484,354.99
89.2684,312.86
89.2883,426.74
89.3082,432.27
89.3282,330.05
89.3481,328.78
89.3681,375.72
89.388,347.67
89.4079,402.61
89.4279,313.45
89.4478,348.4
89.4678,365.09
89.4877,368.68
89.5077,327.59
89.5276,363.53
89.5475,484.86
89.5675,372.1
89.5874,279.2
89.6074,403.4
89.6273,401.62
89.6472,317.71
89.6672,426.22
89.6871,375.45
89.7071,413.82
89.727,493.65
89.747,407.73
89.7669,234.42
89.7868,284.48
89.8068,417.29
89.8267,495.88
89.8467,490.55
89.8666,400.69
89.8866,469.92
89.9065,557.39
89.9264,454.74
89.9464,473.88
89.9663,493.54
89.9863,499.73
90.0062,477.64
90.0261,523.94
90.0461,490.37
90.066,498.29
90.086,465.95
90.1059,463.52
90.1259,622.88
90.1458,538.53
90.1657,483.19
90.1857,488.74
90.2056,622.27
90.2256,644.84
90.2455,717.34
90.2654,823.94
90.2854,802.49
90.3053,798.98
90.3253,670.1
90.3452,712.47
90.3652,823.26
90.3851,787.3
90.405,910.67
90.425,966.24
90.4449,827.67
90.4649,863.48
90.4848,995.99
90.5048,1039.49
90.5247,986.39
90.5446,1108.22
90.5646,1178.84
90.5845,1071.25
90.6045,1182.17
90.6244,1111.09
90.6443,1090.05
90.6643,1170.76
90.6842,1170.87
90.7042,1151.8
90.7241,1246.41
90.7441,1367.1
90.764,1261.11
90.7839,1162.09
90.8039,1277.15
90.8238,1306.67
90.8438,1312.92
90.8637,1397.68
90.8836,1233.8
90.9036,1208.24
90.9235,1287.22
90.9435,1217.96
90.9634,1203.23
90.9834,1123.19
91.0033,999.12
91.0232,1042.73
91.0432,1033.4
91.0631,1027.19
91.0831,1073.19
91.103,1055.27
91.123,979.15
91.1429,863.86
91.1628,836.86
91.1828,761.09
91.2027,798.41
91.2227,817.54
91.2426,704.37
91.2625,649.33
91.2825,657.66
91.3024,724.9
91.3224,709.93
91.3423,593.37
91.3623,669.45
91.3822,527.18
91.4021,497.24
91.4221,468.76
91.442,527.9
91.462,501.27
91.4819,554.68
91.5018,484.19
91.5218,472.79
91.5417,495.46
91.5617,458.58
91.5816,622
91.6016,606.89
91.6215,537.24
91.6414,559.58
91.6614,459.72
91.6813,478.34
91.7013,347.41
91.7212,327.56
91.7412,391.03
91.7611,363.68
91.781,333.31
91.801,301.1
91.8209,264.04
91.8409,279.41
91.8608,322.48
91.8807,373.09
91.9007,236.66
91.9206,312.91
91.9406,370.46
91.9605,426.85
91.9805,291.54
92.0004,268.16
92.0203,337.02
92.0403,442.86
92.0602,347.05
92.0802,305.85
92.1001,215.41
92.12,353.68
